Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2024-04-29,283.8368835449219,284.7066535557161,279.874565170496,282.48387520287866,9804396
2024-04-30,291.7132263183594,294.12927088039197,283.20873176436584,283.8369269446795,33288857
2024-05-02,303.068603515625,306.59602230235464,291.7131952822045,291.80984295294945,44059506
2024-05-03,300.4109802246094,305.4846736948099,297.89828803605917,301.5223548004881,27074447
2024-05-06,296.5452880859375,300.3626204461588,292.921221577211,299.78279339894556,16855909
2024-05-07,285.3348388671875,297.9465786271384,284.6100255593115,296.6902473572449,13857464
2024-05-08,291.8581848144531,292.6796458689342,282.19400650933875,282.19400650933875,18754452
2024-05-09,286.2046203613281,294.12925797415875,285.33485025570775,292.58298362376127,11196567
2024-05-10,293.54937744140625,294.2258816309549,286.3012446650752,286.3012446650752,11786977
2024-05-13,296.2553405761719,297.31840596782007,287.605919668838,293.98428252599905,11710605
2024-05-14,298.86468505859375,302.48875157102617,297.4150584536208,297.65666288778294,9957875
2024-05-15,304.27667236328125,305.67796057958014,298.4781651414664,299.5895397937677,11397656
2024-05-16,302.00555419921875,305.001455195421,295.0473344333768,303.9383897460938,19843532
2024-05-17,302.63372802734375,305.3880246545783,300.3143312069944,304.3249591765384,9069551
2024-05-21,314.71392822265625,316.45349783420977,300.5559143611049,300.5559143611049,21976662
2024-05-22,314.8105773925781,316.7434128639063,309.44697075673395,316.7434128639063,10287081
2024-05-23,309.15704345703125,309.93019538050453,298.62309550132346,308.7221731495121,35705284
2024-05-24,308.093994140625,312.1046517518792,306.74101506955776,307.3208716693671,15058182
2024-05-27,307.2725524902344,310.7033238963522,303.93839927030405,310.7033238963522,12857918
2024-05-28,302.2954406738281,308.7704509733332,301.52231832137704,308.28724212986947,10935739
2024-05-29,307.0309143066406,307.99733200418405,298.71971620922153,298.71971620922153,16812268
2024-05-30,296.40032958984375,306.9825860377692,293.59769457864434,304.0350237583432,22768893
2024-05-31,299.5895080566406,301.03913470852757,295.43392345165654,298.188190496058,36929443
2024-06-03,326.31097412109375,336.98990882907395,314.665651076674,323.74997277233655,55218939
2024-06-04,286.0113525390625,323.70164579446663,270.3553727743411,323.70164579446663,73262478
2024-06-05,288.7655944824219,290.9400342887435,269.8238313193131,286.3495502531756,45312613
2024-06-06,290.3601989746094,300.9907932796608,288.08911156543945,293.2111133880554,36508044
2024-06-07,298.96136474609375,300.217696141184,286.83280315668793,288.04082545686384,38016104
2024-06-10,305.1947326660156,312.4912048287108,301.13579555878835,302.48877459453075,25478964
2024-06-11,305.9195556640625,308.96379545632936,304.56657658568383,305.5813330140168,12238518
2024-06-12,313.7475280761719,316.11526344707596,306.2577902406442,309.15704359633236,20346144
2024-06-13,310.6549987792969,316.9367141794659,309.88184688056157,316.01860551619563,11756503
2024-06-14,310.7033386230469,315.05221894592,308.62554614510947,315.05221894592,14159988
2024-06-18,320.65740966796875,321.3339139154091,311.1865271601856,311.1865271601856,21653702
2024-06-19,316.3085021972656,323.60497354599545,314.47231446125795,322.7835126004129,14235150
2024-06-20,313.65087890625,317.2749455836111,311.4764388998334,316.5018231561994,11749507
2024-06-21,315.0038757324219,318.53129460259504,312.15293158800944,315.72868904106275,17209541
2024-06-24,321.768798828125,322.78352565960404,311.7180307223853,312.2495781758454,18044357
2024-06-25,316.4051818847656,323.7499630647814,314.85890750591005,323.7499630647814,13979671
2024-06-26,315.72869873046875,319.111160941264,314.0374676250711,314.7622809559558,12946277
2024-06-27,320.415771484375,321.3338800816993,313.4575818519264,317.5165184310063,27061015
2024-06-28,319.8359680175781,326.0210357549625,318.5312981489532,321.8171126194953,21676594
2024-07-01,318.53131103515625,320.60910339523787,314.3273877296191,319.88429004920494,11959181
2024-07-02,319.69097900390625,323.1700887926685,317.0333301988798,318.9661656934445,12684459
2024-07-03,323.8949279785156,325.58615917136916,318.04811193745746,319.98094758643293,9369793
2024-07-04,323.74993896484375,327.32569635647224,322.68687356521946,325.68277442135025,12878827
2024-07-05,328.002197265625,328.48540616834185,321.67217243712713,323.74996482026324,10894118
2024-07-08,328.002197265625,329.548471652865,325.5378436588616,329.548471652865,7828162
2024-07-09,329.69342041015625,330.8531335455759,326.7458579723325,328.5820458594717,9214579
2024-07-10,334.4288635253906,336.1200946533038,324.23316766563494,331.481301070977,10662609
2024-07-11,331.28802490234375,337.0382228673527,330.51490242475876,336.7966184065159,12642065
2024-07-12,331.57794189453125,334.2838998461679,328.6786885923221,331.2879988686725,11380570
2024-07-15,332.302734375,333.80067002341855,328.77531564379694,333.80067002341855,5277531
2024-07-16,330.94976806640625,335.3469570023425,330.03165941296817,331.2396815923714,11363095
2024-07-18,329.7900695800781,333.1242227399578,325.63448489601467,330.51488291981457,13908161
2024-07-19,321.04400634765625,330.36993225950425,319.8842931855408,328.14715361423816,12937990
2024-07-22,327.22906494140625,328.00218736532514,318.4346572788613,318.9178661669931,10678640
2024-07-23,323.0251159667969,329.06522658696883,310.3167291205006,327.71224770659586,15954324
2024-07-24,325.8277587890625,327.42234227724197,319.20779089107947,319.78764747570773,12573882
2024-07-25,328.0505065917969,331.094716508845,319.35274711867163,319.35274711867163,16271884
2024-07-26,332.6409912109375,333.94563153949946,327.1323984067023,328.92027708826834,11468068
2024-07-29,330.8531188964844,334.28389007337466,326.40759139784944,328.388735966015,31849674
2024-07-30,338.05291748046875,344.9628279938475,331.771202099382,333.4141240730656,25813219
2024-07-31,336.5066833496094,338.8743892188871,331.09473787411304,336.5549924415972,17976593
2024-08-01,348.97344970703125,350.32642863632236,338.3911637207874,339.3575814549566,26792459
2024-08-02,346.21917724609375,348.92513529209725,342.1119015913948,345.9775727958173,13771470
2024-08-05,331.28802490234375,342.88503902251074,330.03169350308514,340.9038942407417,13566586
2024-08-06,329.30682373046875,339.01930959586133,327.8571972136802,331.287968172989,12273667
2024-08-07,340.22735595703125,340.71056483042156,331.8678483459246,334.2355836226288,12441847
2024-08-08,331.14306640625,343.0783326082087,329.79008733113017,343.0783326082087,15489731
2024-08-09,334.38055419921875,337.2314984670845,332.7376321647316,336.2167420954083,8720610
2024-08-12,329.69342041015625,332.2544216337502,328.0988369685019,331.48129920529055,12521136
2024-08-13,325.6344909667969,330.9497888906235,323.8949212233606,325.68280005992114,10435954
2024-08-14,322.3003234863281,326.9874555285283,321.3339057247499,325.6827856518518,12385993
2024-08-16,329.9497985839844,330.8755111103973,322.1541744224629,324.49285572333014,13013828
2024-08-19,331.6063537597656,334.5297128457628,330.6319007310999,333.89632432471933,5891370
2024-08-20,331.8012390136719,333.8963069688124,330.1446570558706,331.75252825994914,6393840
2024-08-21,328.0495910644531,332.23975673776164,327.5623645725297,331.31401450792913,10118601
2024-08-22,325.46728515625,329.07277296483517,322.05669983275635,327.4161910553892,18370039
2024-08-23,327.6598205566406,328.3419495503754,324.83391281020965,326.10068981235077,7494822
2024-08-26,329.60870361328125,332.7756756361731,327.27002252858057,327.8547002342416,7993675
2024-08-27,326.7828369140625,332.7270064784567,326.4417723982957,330.33958460603657,9589690
2024-08-28,325.90582275390625,330.2421208277819,325.2236937482446,326.78282451979544,8790600
2024-08-29,324.78515625,327.3187398668881,320.40011797621275,324.0056057853932,17653536
2024-08-30,328.7804260253906,332.14230066599464,325.5160026293444,326.4417448457266,22713812
2024-09-02,326.9776916503906,331.21656814014403,325.6622038931788,329.75488864284597,9789776
2024-09-03,326.1006774902344,329.3163901046873,325.4672890130972,327.4161949353313,8434423
2024-09-04,324.3954162597656,326.1494496026038,322.5439614017258,322.7388639080236,9025610
2024-09-05,322.7875671386719,325.7596369937512,321.17972558202325,323.8594714224198,13912371
2024-09-06,321.37457275390625,324.5902853490741,316.6972104637728,324.541544858544,23755639
2024-09-09,320.156494140625,320.789912327337,315.28422955325925,319.3282329511273,18597200
2024-09-10,325.61346435546875,326.7340793590947,318.64613134550325,318.64613134550325,15472387
2024-09-11,324.687744140625,328.63426680605346,323.518388671934,328.2932023161899,10134008
2024-09-12,329.55999755859375,330.3395480186224,324.73644359057795,326.2955742485791,18410837
2024-09-13,328.63427734375,332.53208938044384,327.51366233078966,331.119120621964,10417461
2024-09-16,329.60870361328125,332.7756756361731,328.4393482019592,328.6342506831607,7748570
2024-09-17,328.293212890625,331.31402316709057,325.95453161585823,328.0983401315295,11451846
2024-09-18,325.7596130371094,330.24210260626126,324.59028732642474,329.8523273693664,6583254
2024-09-19,326.34429931640625,329.7061740158864,324.5902958354267,327.61110604195386,10589610
2024-09-20,332.1423034667969,334.18866066798813,326.19813435398225,329.5112685312731,31236123
2024-09-23,332.43463134765625,333.7501488307827,331.55762960488704,333.26292233613924,6542941
2024-09-24,341.1072692871094,342.03301155544364,333.6039988421936,335.7477776530497,26145769
2024-09-25,354.457275390625,356.8934078675365,343.34851724349755,344.8101967296445,40770462
2024-09-26,356.1138610839844,356.74724958699784,348.0746238263358,354.74960309232995,18733959
2024-09-27,345.1999816894531,354.018769608783,344.3229799206824,352.9468950791444,33148043
2024-09-30,343.83575439453125,348.3182442385522,340.76623332608574,345.1999826762908,16356171
2024-10-01,341.83807373046875,346.90524082876277,341.0098125356985,342.13042745033755,9856291
2024-10-03,335.35797119140625,340.9610755602838,333.847581039321,334.23735626521943,19350466
2024-10-04,330.1933898925781,338.57369125680236,329.1214856940243,334.2373637099936,20121706
2024-10-07,320.54632568359375,331.31401941955096,316.697224445159,331.31401941955096,13851446
2024-10-08,318.79229736328125,322.5439474121905,314.1149347944762,318.93845936769156,21148292
2024-10-09,321.32586669921875,323.32348339155686,317.18444157875876,318.64612103303875,9228363
2024-10-10,325.8083801269531,329.4625790298172,321.6669547037071,321.76440595537287,20773976
2024-10-11,321.6181945800781,326.78281322369,321.08225733554576,325.9058114881167,6098468
2024-10-14,322.2516174316406,323.0311679326801,319.42567995499536,321.6181991943575,5944216
2024-10-15,321.42333984375,324.931376720629,319.1333692617633,324.931376720629,12415489
2024-10-16,318.8410339355469,324.1517849501145,316.6485146825187,323.22607244160326,22085298
2024-10-17,322.69012451171875,323.4209643059041,316.3074688710122,320.1078298531866,17039729
2024-10-18,323.5671081542969,325.3211414046507,319.86419863345947,323.0311708971571,10569021
2024-10-21,322.69012451171875,325.2237084124841,321.0335721543337,324.49286861829876,8745904
2024-10-22,314.50469970703125,327.0751372179107,312.84811774368296,324.3953915194,11219831
2024-10-23,308.80413818359375,313.6764030010627,305.8320685401155,311.04539784239614,12541589
2024-10-24,310.9966735839844,312.6045151100818,307.19631277558693,307.19631277558693,8327779
2024-10-25,307.73223876953125,313.2866326431413,305.24739556909486,313.2866326431413,12979410
2024-10-28,310.1683654785156,312.2634631342605,302.81125752081437,306.46545612323774,9610615
2024-10-29,312.36090087890625,312.99431912661174,306.1244075541381,308.02460282136286,15856332
2024-10-30,310.3145751953125,317.0870058214911,308.6579931710393,310.4119967066671,14498110
2024-10-31,312.6044921875,314.4559765693672,309.729873848708,312.2147169579283,9900390
2024-11-01,313.8226013183594,314.45601960829475,311.82498440718,314.2124063392267,847672
2024-11-04,307.3912353515625,316.40492632310014,303.63958505365724,316.25873457104115,9249409
2024-11-05,308.5118103027344,309.58371449666134,304.0293207795496,304.3703852600642,7518195
2024-11-06,310.36328125,312.1660252519455,305.88079149157886,309.2913769998206,11019250
2024-11-07,304.955078125,310.85050687749845,303.73701187548,310.85050687749845,14504208
2024-11-08,308.1707763671875,309.4375534341505,300.81366775146586,303.88318890445083,15740539
2024-11-11,321.37457275390625,323.90815638520525,304.80887251426276,305.5397122307176,22838987
2024-11-12,314.45599365234375,324.0056211163854,313.57896216573255,323.0311681205466,12069181
2024-11-13,309.8760681152344,316.3074641557814,309.0477770799156,314.407268824047,12918639
2024-11-14,308.49224853515625,315.11478098021564,307.0095879656167,311.45756967423534,12500377
2024-11-18,308.4427795410156,311.9023205460606,306.5153390799442,310.37025016689074,9408101
2024-11-19,311.4081115722656,314.5711326705386,308.64049073488036,309.4312309270462,13157158
2024-11-21,322.1326904296875,322.9728707246712,309.3818164860661,312.34713741085267,25406386
2024-11-22,333.05499267578125,333.69747287934297,320.25467789759387,322.0338584866581,31523269
2024-11-25,338.7879333496094,341.4072942703359,332.26422094142595,337.89834305867663,29419152
2024-11-26,334.8835754394531,340.6165475157011,333.9939851655817,338.0465965963351,13997179
2024-11-27,335.328369140625,337.3546596737846,332.6101583369795,333.3514885561556,12177260
2024-11-28,329.7931213378906,337.79949431736435,328.3599009093121,335.3283934079469,16920231
2024-11-29,325.5922546386719,328.6564258449242,322.72578357403836,327.51972544263236,13890537
2024-12-02,324.0601806640625,328.1127922056024,322.4292600899128,324.3567007085238,16003524
2024-12-03,325.83935546875,327.5197161303128,320.5017836096764,320.5017836096764,23174488
2024-12-04,321.2925109863281,327.42085297971937,317.3881898572262,325.2462722298568,17880011
2024-12-05,324.55438232421875,326.6301130113951,315.85608948386187,321.2431012476285,19785053
2024-12-06,325.0980224609375,328.90352381071676,322.92347180735317,323.3188419112044,8802058
2024-12-09,325.29571533203125,326.8277857620485,322.9234645970865,323.96131486712335,9376929
2024-12-10,324.1095886230469,328.01394011834174,321.5890777662098,328.01394011834174,14994365
2024-12-11,323.76361083984375,325.19686135245564,323.0717207230828,323.46709081334683,5013051
2024-12-12,325.3945617675781,326.0864518849506,322.0832806996824,324.20842133093345,10414162
2024-12-13,329.9908142089844,330.43559426400026,321.29252110051897,326.8277930486687,14973536
2024-12-16,331.12750244140625,332.3630528236503,327.7668114346633,329.9908021227026,12695136
2024-12-17,325.98760986328125,331.67114177987594,324.20842932922585,328.6564108291695,17360248
2024-12-18,317.8329772949219,325.29571991463956,316.94338702738605,324.2084295144046,15037099
2024-12-19,317.93182373046875,320.1064045061048,313.18732224792353,314.3240225859495,10234715
2024-12-20,312.1494445800781,321.8361779263671,309.97489394995165,317.5858664026019,13973399
2024-12-23,311.65521240234375,314.620533282156,307.94856130257847,314.3240132600963,5984169
2024-12-24,306.5153503417969,312.98962239462014,305.180949872148,310.46911163568706,4833589
2024-12-26,306.7130126953125,309.4806636312283,305.18094229787636,306.51534273440683,3775101
2024-12-27,305.82342529296875,308.6898961534959,305.2303550751483,307.1578257418637,3981693
2024-12-30,303.99481201171875,308.3933835546217,302.75926159683644,305.42806255890423,12489142
2024-12-31,305.13153076171875,306.1693810042863,301.62254961984945,303.79713033212914,8402716
2025-01-01,306.8118591308594,307.7508894696727,302.3638778382138,305.13152874140883,4239498
2025-01-02,311.5069580078125,313.5332787444346,305.18094604978194,306.26823642494446,10766571
2025-01-03,312.39654541015625,314.3240160651567,310.02429471809705,312.69309559966626,7636948
2025-01-06,302.4627380371094,312.8413614011278,301.27659758672826,312.149441110938,6722495
2025-01-07,301.5237121582031,307.1084241833969,299.4974215371576,302.462742542476,10137739
2025-01-08,303.105224609375,304.2913650847894,299.4974233967971,302.61100443875324,6907996
2025-01-09,301.7214050292969,303.35232551000786,300.1398944982299,303.1052154321788,8244909
2025-01-10,296.2355651855469,301.7213966959148,295.0494247788061,300.535256289174,6540783
2025-01-13,284.27545166015625,295.09885543059755,283.4352713268366,291.5899042420812,19474228
2025-01-14,286.8948059082031,289.66242676749374,283.48467470228695,284.4237050821204,15954608
2025-01-15,295.19769287109375,299.0031941017128,287.73498058836117,291.58989176861246,12198882
2025-01-16,294.2092590332031,298.11361041379456,293.17140874965605,295.5436595154815,11694289
2025-01-17,299.10205078125,301.47430154735014,292.28181851691033,294.20925906726444,7593230
2025-01-20,302.7098388671875,305.23034954122136,298.45955768534117,299.10203784099645,9435937
2025-01-21,298.8549499511719,306.36710274708463,298.0147696091963,303.45119160870075,13911546
2025-01-22,294.11041259765625,298.80550423654716,292.38064199385434,298.50898419896043,9723333
2025-01-23,290.9474182128906,296.13672996401897,290.20608796272944,294.0609992306066,12228286
2025-01-24,292.4300842285156,299.0032065376212,290.9474237002299,291.88642393592744,11142914
2025-01-27,283.682373046875,291.58989564051615,280.4699419932083,291.58989564051615,13477947
2025-01-28,280.6676330566406,285.4615443423182,276.12080167922727,283.83062389302967,11298068
2025-01-29,284.5225524902344,285.8075128418718,280.02513092989386,282.0514516872356,4800024
2025-01-30,291.93585205078125,293.66562259600283,284.5225497141175,284.5225497141175,10969499
2025-01-31,298.16302490234375,299.942235627395,292.47949290208516,293.56678331770445,14141459
2025-02-01,286.49945068359375,301.8202766007399,285.3133101595695,298.1630351223372,6945157
2025-02-03,280.51934814453125,288.62457075916944,274.7864064077024,286.6476901375313,14978897
2025-02-04,282.34796142578125,283.0892916396586,268.9546076276525,277.7517201327026,19836427
2025-02-05,281.9031982421875,287.38903008677823,281.2606878865894,282.29856834692106,15337191
2025-02-06,277.8999938964844,287.5867272694509,276.51618346171915,284.17659605091785,21418561
2025-02-07,278.1499938964844,281.8999938964844,270.0,273.1000061035156,17193482
2025-02-10,268.70001220703125,276.0,268.1000061035156,275.0,16709670
2025-02-11,261.45001220703125,268.79998779296875,260.0,268.70001220703125,22083955
2025-02-12,257.04998779296875,262.1000061035156,254.0,259.5,17861265
2025-02-13,259.1499938964844,261.3500061035156,256.1000061035156,257.25,12257226
2025-02-14,257.3500061035156,261.5,254.75,260.3999938964844,11339563
2025-02-17,263.20001220703125,264.0,252.1999969482422,256.8999938964844,8332653
2025-02-18,266.95001220703125,267.8999938964844,260.20001220703125,263.8500061035156,10483635
2025-02-19,263.04998779296875,268.5,262.29998779296875,262.5,14602009
2025-02-20,265.75,266.45001220703125,261.29998779296875,262.75,15312926
2025-02-21,261.8999938964844,265.75,259.3999938964844,265.29998779296875,10757038
2025-02-24,259.1499938964844,261.79998779296875,257.25,258.0,14599185
2025-02-25,255.75,259.95001220703125,254.89999389648438,258.79998779296875,21287363
2025-02-27,256.25,257.45001220703125,253.4499969482422,254.0,13614799
2025-02-28,250.85000610351562,257.0,247.3000030517578,255.89999389648438,38512868
2025-03-03,252.5,253.8000030517578,248.5,253.0,9873539
2025-03-04,254.0,257.1499938964844,249.4499969482422,250.0,11947033
2025-03-05,264.3999938964844,267.20001220703125,255.75,256.95001220703125,14536637
2025-03-06,266.6499938964844,267.29998779296875,260.70001220703125,265.1499938964844,11926868
2025-03-07,263.29998779296875,268.6499938964844,261.6000061035156,266.0,10043068
2025-03-10,271.29998779296875,274.25,261.04998779296875,261.04998779296875,30233763
2025-03-11,267.29998779296875,271.8500061035156,265.8500061035156,270.0,9255499
2025-03-12,267.1000061035156,272.3999938964844,263.6000061035156,270.70001220703125,11875548
2025-03-13,267.6499938964844,270.6499938964844,265.5,269.79998779296875,9270442
2025-03-17,267.3500061035156,270.6499938964844,264.95001220703125,270.0,11987667
2025-03-18,267.3500061035156,267.3500061035156,267.3500061035156,267.3500061035156,0
2025-03-19,277.20001220703125,278.29998779296875,269.79998779296875,272.0,13089950
2025-03-20,280.3500061035156,283.54998779296875,277.04998779296875,283.5,13710249
2025-03-21,283.1000061035156,285.1499938964844,280.04998779296875,281.0,26003527
2025-03-24,291.8500061035156,293.95001220703125,284.45001220703125,285.0,19966817
2025-03-25,291.0,295.25,287.6499938964844,291.0,16983852
2025-03-26,290.8500061035156,296.75,289.54998779296875,291.70001220703125,20367015
2025-03-27,295.5,297.25,289.0,289.0,37203166
2025-03-28,290.3500061035156,294.25,288.29998779296875,293.8999938964844,10834900
2025-04-01,289.29998779296875,296.95001220703125,287.0,289.6000061035156,11603556
2025-04-02,286.75,289.75,284.5,286.8500061035156,11679536
2025-04-03,299.1000061035156,299.95001220703125,285.1000061035156,289.3500061035156,23478876
2025-04-04,293.8999938964844,300.8999938964844,292.1000061035156,300.0,21020875
2025-04-07,289.3999938964844,293.8999938964844,282.29998779296875,283.6000061035156,22847548
2025-04-08,288.95001220703125,294.0,284.6499938964844,291.95001220703125,20831596
2025-04-09,293.3999938964844,299.5,289.29998779296875,289.95001220703125,21342531
2025-04-11,304.1000061035156,305.0,293.25,293.25,19831004
2025-04-15,304.54998779296875,310.45001220703125,303.70001220703125,307.20001220703125,16563441
2025-04-16,305.75,307.0,302.79998779296875,304.45001220703125,7032401
2025-04-17,309.0,309.79998779296875,302.0,305.45001220703125,8528993
2025-04-21,320.0,322.0,308.45001220703125,310.0,13369014
2025-04-22,312.54998779296875,319.75,312.1000061035156,319.75,10027268
2025-04-23,314.95001220703125,316.1000061035156,309.45001220703125,314.1499938964844,8225575
2025-04-24,314.3999938964844,315.8500061035156,312.8500061035156,314.8999938964844,8021180
2025-04-25,306.5,315.3999938964844,303.3999938964844,313.0,11475773
2025-04-28,308.54998779296875,310.95001220703125,303.54998779296875,304.20001220703125,7314824
2025-04-29,302.95001220703125,310.79998779296875,301.20001220703125,308.54998779296875,14678005
2025-04-30,307.45001220703125,310.0,301.8999938964844,304.45001220703125,17619987
2025-05-02,303.04998779296875,309.0,302.29998779296875,305.5,5688285
2025-05-05,308.20001220703125,310.70001220703125,304.6499938964844,304.79998779296875,4342960
2025-05-06,307.6000061035156,310.45001220703125,305.54998779296875,307.6000061035156,9124804
2025-05-07,311.1000061035156,313.1499938964844,307.0,308.0,14679327
2025-05-08,308.25,317.3999938964844,304.0,313.3999938964844,19253478
2025-05-09,299.29998779296875,303.04998779296875,296.3999938964844,300.0,11981497
2025-05-12,309.04998779296875,311.1000061035156,304.04998779296875,304.04998779296875,7145884
2025-05-13,298.45001220703125,308.75,298.0,305.0,17988336
2025-05-14,295.95001220703125,300.54998779296875,294.04998779296875,299.20001220703125,10359258
2025-05-15,299.6499938964844,300.3999938964844,291.04998779296875,295.8999938964844,22640626
2025-05-16,300.20001220703125,302.20001220703125,295.5,300.0,16763668
2025-05-19,304.04998779296875,304.5,299.0,302.0,12575289
2025-05-20,297.8999938964844,305.29998779296875,297.1000061035156,304.3999938964844,21339095
2025-05-21,296.1499938964844,302.25,295.6499938964844,297.75,11997632
2025-05-22,290.8999938964844,296.3500061035156,286.54998779296875,295.8999938964844,26158839
2025-05-23,298.1000061035156,298.75,291.75,292.0,9872024
2025-05-26,296.70001220703125,303.79998779296875,295.75,300.04998779296875,16469130
2025-05-27,294.54998779296875,297.6000061035156,292.20001220703125,297.0,17074710
2025-05-28,291.1499938964844,295.6499938964844,290.5,294.54998779296875,10099453
2025-05-29,293.1000061035156,293.8999938964844,291.3500061035156,291.3500061035156,9773818
2025-05-30,289.75,294.6499938964844,288.25,292.0,21788566
2025-06-02,293.04998779296875,293.6499938964844,288.3999938964844,290.29998779296875,7255782
2025-06-03,288.25,295.3999938964844,287.75,292.5,10989055
2025-06-04,288.54998779296875,289.79998779296875,287.04998779296875,288.25,8580196
2025-06-05,294.25,295.25,290.1000061035156,291.0,13110486
2025-06-06,295.79998779296875,297.0,292.95001220703125,293.54998779296875,7935393
2025-06-09,300.5,301.1499938964844,296.1499938964844,298.0,8666186
2025-06-10,301.04998779296875,301.79998779296875,298.25,300.54998779296875,7273892
2025-06-11,295.45001220703125,301.3999938964844,294.0,301.1000061035156,10941604
2025-06-12,289.0,295.79998779296875,288.5,295.1499938964844,14071159
2025-06-13,285.5,286.45001220703125,281.79998779296875,282.54998779296875,16028417
2025-06-16,288.6499938964844,290.5,286.29998779296875,287.95001220703125,11067299
2025-06-17,288.54998779296875,290.45001220703125,287.20001220703125,288.6499938964844,7286868
2025-06-18,287.29998779296875,288.29998779296875,285.5,287.5,11904855
2025-06-19,286.45001220703125,287.6499938964844,285.29998779296875,286.79998779296875,13573824
2025-06-20,293.1000061035156,294.5,285.04998779296875,285.54998779296875,33014151
2025-06-23,290.25,293.45001220703125,288.1000061035156,291.3999938964844,6833477
2025-06-24,285.95001220703125,294.70001220703125,285.3500061035156,293.45001220703125,15007849
2025-06-25,290.45001220703125,291.1000061035156,286.5,286.5,10838516
2025-06-26,293.5,294.25,289.75,290.79998779296875,10232220
2025-06-27,299.25,300.70001220703125,294.1499938964844,295.0,15523628
2025-06-30,299.8999938964844,301.0,296.25,300.3999938964844,8415241
2025-07-01,297.54998779296875,301.5,297.0,301.0,12349270
2025-07-02,294.8500061035156,298.75,293.3999938964844,297.54998779296875,10826029
2025-07-03,293.70001220703125,298.95001220703125,293.1000061035156,298.3999938964844,10373094
2025-07-04,294.0,295.1499938964844,291.6499938964844,293.70001220703125,14193132
